language_code,language_name,language_synonym,thesaurus_heading_language,thesaurus_heading_people,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory,uri,category
G40,Ngulupulu ,"Pitta Pitta, Karanya, Karenya, Kurrana, Mooraboola Moorloobulloo, Ngulubulu, Ooloopooloo",Ngulupulu language G40,,-24.05636975,139.8175719,SA,https://collection.aiatsis.gov.au/austlang/language/g40,Unique
G41,Parnkarra ,"Warluwara, Barngara",Parnkarra language G41,,-21.26027755,138.8104555,QLD,https://collection.aiatsis.gov.au/austlang/language/g41,Unique
G42,Dhidhani ,"Dhidhanu, Yindjilandji",Dhidhani language G42,,-20.47735321,138.262116,"NT,QLD",https://collection.aiatsis.gov.au/austlang/language/g42,Shared
G43,Kapula ,"Warluwara, Gabula",Kapula language G43,,-22.13275818,138.5961317,QLD,https://collection.aiatsis.gov.au/austlang/language/g43,Unique
G44,Mayi-Yali ,"Mayi Kutuna, Maikudunu, Marago, Mayali",Mayi-Yali language G44,,-18.94153793,139.7478626,QLD,https://collection.aiatsis.gov.au/austlang/language/g44,Unique
G45,Marrago ,"Kukatj, Marago, Mayi Kutuna, Kalibamu, Maikudunu, Mayi Yali, Ngarra",,,-18.2705876,140.1666418,QLD,https://collection.aiatsis.gov.au/austlang/language/g45,Unique
G47,Jangrala ,,Jangrala language G47,,-17.85144584,138.682737,QLD,https://collection.aiatsis.gov.au/austlang/language/g47,Unique
G5,Wangka-Yutjurru^ ,"Wangka yutjuru, Wanggamanha, Wongkadjera/Wangka yutjuru, Julaolinja, Lanima, Rungarungawa, Wongkadjera, Wangkadjera, Wanggadjara, Wanggayudyuru, Wangka jutjuru, Wonkajara, Wonkatyeri, Wonkoyara",Wangka-Yutjurru language G5,,-22.88173627,138.5657301,QLD,https://collection.aiatsis.gov.au/austlang/language/g5,Unique
G6,Pitta Pitta ,"Pitha Pitha, Karanja, Kungkalenja, Pitapita, Rakkaia, Ringaringa, Bida Bida, Bidabida, Bitta Bitta, Bittha Bittha, Narrinyeri, Paruru, PittaPitta, Pittapitta, Ramindjerar, Ramindjeri, Ramingara, Raminjeri, Raminyeri, Ramong, Rormear, Tarbanawalun, Wangkahicho, Wangkahichs, Wangkapit:a, Wirramu mejo, Bidha Bidha, Bidhabidha",Pitta Pitta language G6,Pitta Pitta people G6,-22.62842257,139.7247443,QLD,https://collection.aiatsis.gov.au/austlang/language/g6,Unique
G7,Ringu Ringu ,"Pitta Pitta, Ringaringa, Karanja, Kungkalenja, Pitapita, Rakkaia, Njuntauntaya, Oringaroo, Ringa, Ringa Oringaroo, RingaRinga, Ringa Ringa, Ringa ringaroo, Ringoringo, Ringu ringu, Ringuringu, Runga Rungawah, Rungo Rungo, Yuntauntaya, Ringa Ringaroo",Ringu Ringu language G7,Ringu Ringu people G7,-22.87928251,140.2647726,QLD,https://collection.aiatsis.gov.au/austlang/language/g7,Unique
G8,Yalarnnga,"Yalarrnga, Jalanga, Jalannga, Wonganja, Yalannga, Yelina, Yellanga, Yellunga, Yallunga, Jalarnnga, Yalarnga",Yalarnnga language G8,Yalarnnga people G8,-21.8218442,139.7132708,QLD,https://collection.aiatsis.gov.au/austlang/language/g8,Unique
G9,Yanda ,"Jangaa, Janda, Yunda",Yanda language G9,Yanda people G9,-22.08473631,140.7388174,QLD,https://collection.aiatsis.gov.au/austlang/language/g9,Unique
G9.1,Guwa ,"Goa, Koa, Goamulgo, Coa, Coah",Guwa language G9.1,Guwa people G9.1,-22.03693923,142.3193515,QLD,https://collection.aiatsis.gov.au/austlang/language/g9.1,Unique
K1,Yawuru ,"Yawur, Djauor, Jauor, Jawuru, Yawoorroo, Gawor, Jaoro, Jauro, Jauur, Kakudu Kakudu, Nawudu, Yaora, Yaoro, Yaoru, Yaroro, Yauera, Yauor, Yauro, Yawur, Yawuri, Yawurr",Yawuru language K1,Yawuru people K1,-17.94389329,122.6253004,WA,https://collection.aiatsis.gov.au/austlang/language/k1,Unique
K10,Warrwa ,"Kimberley Area Languages, Warwa, Kolaruma, Warrwai, Waruwa, Warwai, Wa:rwa",Warrwa language K10,Warrwa people K10,-17.27598142,124.013626,WA,https://collection.aiatsis.gov.au/austlang/language/k10,Unique
K11,Walki,"Walgi, Kija, Gidja, Kitja, Kuluwarrang, Lungga",Walki language K11,Walki people K11,-17.84614056,127.0630252,WA,https://collection.aiatsis.gov.au/austlang/language/k11,Unique
K12,Jaru ,"Djaru, Jaruru, Jaroo, Djaro, Jarroo, Jarrou, Jarrau, Charrau, Jaruo, Djara, Deharu, Njining, Njinin, Nyinin, Nining, Neening, Meening, Ka:biri, Karbery, Kodjangana, Ruby Creek tribe, Karjaganujaru people",Jaru language K12,Jaru people K12,-18.51728972,128.2275775,WA,https://collection.aiatsis.gov.au/austlang/language/k12,Unique
K13,Nyulnyul,"Njul Njul, Kimberley Area Languages, Nyulnyul, Njulnjul, Ngulnyul, Niol Niol, Njolnjol, Nyolnyol, Nyool Nyool, NyulNyul, Nyul nyul, Yowera",Nyulnyul language K13,Nyulnyul people K13,-17.02802875,122.7057293,WA,https://collection.aiatsis.gov.au/austlang/language/k13,Unique
K14,Unggumi ,"Worora, Ong Komi, Wongkomi, Ongaranjan, Ungumi, Ungami, Ngarangari, Worrorran, Ungkami",Unggumi language K14,Unggumi people K14,-17.08878137,124.8691177,WA,https://collection.aiatsis.gov.au/austlang/language/k14,Unique
K15,Bardi ,"Baardi, Baard, Baada, Ba:d, Ba:di, Baad, Bad, Bard, Barda, Board",Bardi language K15,Bardi people K15,-16.66816392,122.9022574,WA,https://collection.aiatsis.gov.au/austlang/language/k15,Unique
K16,Jawi ,"Djawi, Djaui, Towahi, Tohawi, Ewenu, Ewenyoon, Chowie, Djaw, Djau, Djaoi, Tohau i, Ewanji, I:wanja",Jawi language K16,Jawi people K16,-16.4424157,123.2675777,WA,https://collection.aiatsis.gov.au/austlang/language/k16,Unique
K17,Worrorra ,"Worora, Jaudibaia, Maialnga, Worara, Wororra, Worrara, Wurara, Wo`rora, Worrora, Wurora, Wurura, Variants of the language name:, Yangibaia, Kularri/Gularri south westerners, Woddordda",Worrorra language K17,Worrorra people K17,-15.62132645,124.8758709,WA,https://collection.aiatsis.gov.au/austlang/language/k17,Unique
K18,Ngarinyin,"Ngarinyin, Ungarinjin, Guwij, Munumburru, Ngarinjin, Ngarnawu, Wilawila, Wolyamidi, Andedja, Andidja, Angarinjin, Arawari, Arkarinjindja, Arkarrinyinjia, Gular, Ingarinjindja, Kandjalngari, Marangana, Molyamidi, Narrinyina, Narrinyind, Narrinyindi, Ngaring ngyan, Ngerringun, Njingarinjanja, Ogarinyan, Oladjau, Ungarinin, Ungarinjen, Ungarinyin, Unggarinjin, Unjarinjin, Unnarinjin, Walmidi, Wangarinjinu, Warnarinjin, WolJamidi, Wulanggu, Unarinjin, Arkarin jindja, Ungarin jen, Worrorran",Ngarinyin language K18,Ngarinyin people K18,-16.00384906,126.0054329,WA,https://collection.aiatsis.gov.au/austlang/language/k18,Unique
K19,Guwij ,"Guwidj, Orla, Ngarinyin, Guidj, Worrorran",Guwij language K19,Guwij people K19,-15.28945962,127.0496627,WA,https://collection.aiatsis.gov.au/austlang/language/k19,Unique
K2,Jugun ,"Jukun, Dyugun, Djugun, Djurgun, Djukan, Jukan, Djugan, Tjugun, Tjukun, Djukun, Tjugan, Tjunung, Kularrabulu, Jukannganga",Jugun language K2,Jugun people K2,-17.78656019,122.4450455,WA,https://collection.aiatsis.gov.au/austlang/language/k2,Unique
K20,Gija / Kija,"Kitja, Lunga, Lungga, Gidja, Kuluwarrang, Walgi, Djarak, Djerag, Gidj, Gidya, Guidj, Guwidji, Gwidji, Keha, Kidja, Kiej, Kisah, Kisha, Kityu, Kutji, Kuitj, Kuitji, Kutnalawaru, Kwitj, Langgu, Longga, Loonga, Lungar, Lungu, Miwa, Paljarri, Tjarak, Walki, Waringari, WarrangariGidya, War ingari, Warrangari",Gija / Kija language K20,Gija / Kija people K20,-17.4239872,127.3910508,WA,https://collection.aiatsis.gov.au/austlang/language/k20,Unique
K21,Wanyjirra ,"Wanjdjirra, Gurinji, Wandjira, Wadshara, Manu, Manoo",Wanyjirra language K21,Wanyjirra people K21,-18.10586567,129.7059148,WA,https://collection.aiatsis.gov.au/austlang/language/k21,Unique
K22,Wunambal ,"Wunambul, Wunumbal, Unambal, Jamindjal, Jarmindjal, Kanaria, Laiau, Peremanggurei, Unambalnge, Wanambal, Wardana, Winjai, Wonambul, Wumnabal, Wunambullu, Wunambulu, Kularri/Gularri south westerners, Wulanggu, Wunambal ngarri, Worrorran",Wunambal language K22,Wunambal people K22,-14.87939571,125.4637639,WA,https://collection.aiatsis.gov.au/austlang/language/k22,Unique
K23,Andedja,"Andadjin, Kimberley Area Languages, Andajin, Worla, Ola, Walajangarri, Andidja, Kular, Andidja/Andidjara, Ngarinjin, Wilawila, Wandidja, Wulandidja, Andidjari, Gular, Ungarinjin, Unarinjin, Warnarinjin, Angarinjin, Wangarinjinu, Arawari, Ingarinjindja, Njingarinjanja, Arkarin jindja, Oladjau, Marangana, Walmidi, Narrinyind, Ungarinyin, Ungarin jen, Ngaring ngyan, Ngerringun, Kandjalngari for Ngarinjin, Wular:, Taib, Wulu, Taibange, Munumbara, Munumburu, Kalari:, Andadja, Piarngongo, Kundjanan, Kandjanan, Ullumbuloo for Wilawila, Worrorran",Andedja language K23,Andedja people K23,-17.34859646,126.1280783,WA,https://collection.aiatsis.gov.au/austlang/language/k23,Unique
K25,Munumburu ,"Munumburru, Ngarinyin, Guwij, Ngarinjin, Ngarnawu, Ungarinjin, Wilawila, Wolyamidi, Wilawiila, Wular:, Taib, Wulu, Taibange, Munumbara, Kalari:, Andedja, Andidja, Andadja, Piarngongo, Kundjanan, Kandjanan, Ullumbuloo, Worrorran",Munumburu language K25,Munumburu people K25,-15.27784587,127.5277025,WA,https://collection.aiatsis.gov.au/austlang/language/k25,Unique
K26,Wolyamidi ,"Ngarinyin, Woljamidi, Woljamiri, Molyamidi, Kuluwara, Kulu waran, Guluwarin, Kolaia, Arawari, Arawodi, Yamandil, Worrorran",Wolyamidi language K26,Wolyamidi people K26,-15.63688402,127.3644225,WA,https://collection.aiatsis.gov.au/austlang/language/k26,Unique
K29,Miriwoong / Miriuwung,"Miriwung, Mariu, Miriung, Mariyung, Miriwong, Miriwu, Miriwun, Mirong, Mirriwong, Mirung, Moreng, Mireau",Miriwoong / Miriuwung language K29,Miriwoong / Miriuwung people K29,-15.88629735,128.867674,WA,https://collection.aiatsis.gov.au/austlang/language/k29,Unique
K3,Nyikina ,"Njigina, Nyigina, Dja:ba, Negena, Nigena, Njigana, Njigena, Njikena, Njikini, Nyegena, Nygina, Nyi gini, Nyigini, Tjaba, Wanji, Yeeda, Niggene",Nyikina language K3,Nyikina people K3,-18.25939894,124.0608413,WA,https://collection.aiatsis.gov.au/austlang/language/k3,Unique
K30,Malngin ,"Gurinji, Gurindji, Kartangarurru, Korindji, Kurintji, Tjial, Wandjira, Maialnga, Mailnga, Malgin, Malngjin, Western",Malngin language K30,Malngin people K30,-17.23515381,129.3537164,"NT,WA",https://collection.aiatsis.gov.au/austlang/language/k30,Shared
K32,Yiiji ,"Yiidji, Forrest River, Kimberley Area Languages, Wunambal, Yeidji, Jeidji, Yeithi, Gujini, Gwini, Jeithi, Kuini, Kujini, Miwadange, Miwu, Morokorei, Ombalkari, Pikkolatpan, Umbalgari, Waringnari, Yeidthee, Yeeji, Yedji, Bugay, Worrorran",Yiiji language K32,Yiiji people K32,-15.13900438,127.9888676,WA,https://collection.aiatsis.gov.au/austlang/language/k32,Unique
K33,Kuluwarrang ,"Kitja, Guluwarin, Woljamidi, Woljamiri, Molyamidi, Kuluwara, Kulu waran, Kolaia, Arawari, Arawodi, Yamandil",Kuluwarrang language K33,Kuluwarrang people K33,-16.37711391,127.9778658,WA,https://collection.aiatsis.gov.au/austlang/language/k33,Unique
K34,Jiyil ,"Gurindji, Tjial, Kartangarurru, Korindji, Kurintji, Malngin, Wandjira, Djial, Jiyilawung, Cheeal, Jael, Jeelowng, Geelowng",Jiyil language K34,Jiyil people K34,-17.21705221,130.5393968,"NT,WA",https://collection.aiatsis.gov.au/austlang/language/k34,Shared
K35,Wilawila ,"Ngarinyin, Guwij, Munumburru, Ngarinjin, Ngarnawu, Ungarinjin, Wolyamidi, Andadja, Andedja, Andidja, Kalari, Kandjanan, Kundjanan, Munumbara, Munumburu, Piarngongo, Taib, Taibange, Ullumbuloo, WilaWila, Wular, Wulu, Wila Wila, Wular:, Kalari:, Worrorran",Wilawila language K35,Wilawila people K35,-15.0779801,127.0231169,WA,https://collection.aiatsis.gov.au/austlang/language/k35,Unique
K36,Gunin ,"Kwini, Kimberley Area Languages, Belaa, Kunan, Pela, Wirngir, Galumburu, Guini, Gwini, Pelah, Wadaja, Walar, Winggir, Wola, Wular, Cuini, Miwa, Konun, Konan, Konin, Gonin, Kaianu, Kianu, Kyanoo, Murgura, Kuna, Kunange, Gunan, Koonange, Mande, Manda, Pago, Bagu, Manungu, Manunggu, Kalumbura, Caloombooroo, Wulanggur, Ulagu Wulau, Ulangu, Umari, Boola, Pelange, Worrorran",Gunin language K36,Gwini people K36,-14.62684779,127.6671493,WA,https://collection.aiatsis.gov.au/austlang/language/k36,Unique
K37.1,Gajirrabeng,"Gajirrawung, Kimberley Area Languages, Gadjerawang, Kadjerong, Gadjerong, Gadyerong, Kadjerawang, Kadjeroen, Kadpjeroen, Kajirrawung, Gadyarawang, Gajerong, Ginmu, Kadjarong, Kujera Gajirrawoong  the Mirrawoong name for Gajirrabeng, Gajirrebeng, Kujera",Gajirrabeng language K37.1,Gajirrabeng people K37.1,-15.29300696,129.2746936,WA,https://collection.aiatsis.gov.au/austlang/language/k37_1,Unique
K39,Gaambera ,"Gamberre, Gambre, Kambure, Barurungari, Gamgre, Guwan, Kambera, Kamberange, Kambumiri, Kanbre, Purungari, Gambere, Kambre, Kularri/Gularri south westerners, Worrorran",Gaambera language K39,,-14.21811415,126.3424611,WA,https://collection.aiatsis.gov.au/austlang/language/k39,Unique
K4,Ngumbarl ,"Ngombal, Ngormbal, Ngombaru, Ngoombal, Ngormbal Ngormbal, Numbal, Numbanbor, Numbol",Ngumbarl language K4,Ngumbarl people K4,-17.51518092,122.4915047,WA,https://collection.aiatsis.gov.au/austlang/language/k4,Unique
K43,Worla ,"Waladja, Ngarinyin, Andajin, Ola, Walajangarri, Ngaiangari, Ngalangari, Ngarangari, Oladjau, Waladjangari, Walandjari, Wardia, Waringari, Wo:la, Wola, Woladjangari, Wolmardai, Woolaja, Wula, Wulu, Worrorran",Worla language K43,Worla people K43,-16.42768619,127.21894,WA,https://collection.aiatsis.gov.au/austlang/language/k43,Unique
K44,Miwa ,"Bagu, Arnhem Land, Daly River Region Languages, Pela, Boola, Caloombooroo, Galumburu, Gonin, Gunan, Kaianu, Kalumbura, Kianu, Konan, Konin, Konun, Koonange, Kuna, Kunange, Kyanoo, Manda, Mande, Manunggu, Manungu, Murgura, Pago, Pelange, Ulangu, Umari, Walar, Wulanggur, Wulangu, Miwi, Oombulgurri, Ulagu Wulau, Worrorran",Miwa language K44,Miwa people K44,-14.12730414,127.0418156,WA,https://collection.aiatsis.gov.au/austlang/language/k44,Unique
K48,Julbayi ,,Julbayi language K48,,-18.19674378,122.5361115,WA,https://collection.aiatsis.gov.au/austlang/language/k48,Unique
K49,Umida ,"Umiida, Umede, Oomida, Umi:da, Wumide, Umi;da, Umeda, Umidi, Aobidai, Oken, Okat, Okwata, O:ka:ta, O:kada, Worrorran",Umida language K49,Umida people K49,-16.32278166,123.8597133,WA,https://collection.aiatsis.gov.au/austlang/language/k49,Unique
K5,Bunuba ,"Bunaba, Punuba, Punaba, Booneba, Boonooba, Bunapa, Kunamba, Punamba, Punapa, Punupa, Buniba, Bunuban",Bunuba language K5,Bunuba people K5,-17.72474079,125.6051687,WA,https://collection.aiatsis.gov.au/austlang/language/k5,Unique
K50,Doolboong ,"Dulbung, Tulpung, Du:l°ari, Duulngari, Kurramo, Dulngarri, Pokai, Kanjai, Wardaia, Wardai, Wardia",Doolboong language K50,Doolboong people K50,-15.03641569,128.4571656,WA,https://collection.aiatsis.gov.au/austlang/language/k50,Unique
K51,Wawarl ,,Wawarl language K51,,-18.27033506,127.8501016,WA,https://collection.aiatsis.gov.au/austlang/language/k51,Unique
K52,Ngarnawu ,"Ngarinyin, Guwij, Munumburru, Ngarinjin, Ungarinjin, Wilawila, Wolyamidi, Nganau, Nganaw, Worrorran",Ngarnawu language K52 ,Ngarnawu people K52,-16.18764992,127.2888469,WA,https://collection.aiatsis.gov.au/austlang/language/k52,Unique
K53,Yawijibaya ,"Yawidjibara, Yawuru, Yawijibara, Worora, Jaudjibaia, Jaudibaia, Jaudjibara, Jawdjibaia, Jawdjibara, Yaudjibara, Yaudjibaia, Alternative names:, Jawadjag, Winjawindjagu, Yawjibarra, Yaujibaia, Jawutjubar, Jadjibaia, Jaudji bara, Jadjiba, Bergalgu, Montgomery Islanders, Worrorran",Yawijibaya language K53,Yawijibaya people K53,-16.03065673,124.1487546,WA,https://collection.aiatsis.gov.au/austlang/language/k53,Unique
K54,Marangan ,,Marangan language K54,,-17.9700937,122.9971836,WA,https://collection.aiatsis.gov.au/austlang/language/k54,Unique
K55,Unggarrangu ,"Unggarangi, Ongkarango, Obagooma, Worrorran, Unggarranggu",Unggarrangu language K55,Unggarrangu people K55,-16.69360094,123.6706818,WA,https://collection.aiatsis.gov.au/austlang/language/k55,Unique
K56,Winjarumi ,"Windjarumi, Djaruma, Worrorran",Winjarumi language K56,Winjarumi people K56,-15.30243643,124.259401,WA,https://collection.aiatsis.gov.au/austlang/language/k56,Unique
K6,Gooniyandi ,"Guniyandi, Guniyan, Gunian, Gunijan, Konejandi, Kunian, Cowrana, Goonien, Gunan, Guniandi, Gunin, Gunyari, Konajan, Konean, Konejanu, Koneyandi, Kunan, Kuniandu, Wadeawulu, Guniyan, Gun ian, Wadea wulu, Bunuban family",Gooniyandi language K6,Gooniyandi people K6,-18.59096991,126.179024,WA,https://collection.aiatsis.gov.au/austlang/language/k6,Unique
K62,Bayimbarr ,,,,-15.63267112,127.9739165,NT,https://collection.aiatsis.gov.au/austlang/language/k62,Unique
K63,Giwajbem ,,Giwajbem language K63,,-16.30951329,128.2513676,NT,https://collection.aiatsis.gov.au/austlang/language/k63,Unique
K7,Nyininy ,"Njininj, Jaru, Nyinin, Djaro, Jarroo, Jarrou, Jarrau, Charrau, Jaruo, Djara, Deharu, Jaruru, Njining, Njinin, Nining, Neening, Meening, Ka:biri, Karbery, Kodjangana, Ruby Creek tribe",Nyininy language K7,Nyininy people K7,-18.06933983,128.5856727,WA,https://collection.aiatsis.gov.au/austlang/language/k7,Unique
K8,Jabirr Jabirr ,"Djabirr Djabirr, Dyaberdyaber, Jabirrjabirr, Djaba Djaba, Djaberadjabera, Djaberdjaber, Djaberadjaber, Djaber Djaber, Djabirdjabir, Tjabartjabara, Tjabirtjabira, Tjabiratjabir",Jabirr Jabirr language K8,Jabirr Jabirr people K8,-17.23238857,122.5274129,WA,https://collection.aiatsis.gov.au/austlang/language/k8,Unique
K9,Nimanburru ,"Nimanbur, Nimanburu, Nimanboorroo, Nimanbor, Nimanboro, Nimanboru, Ninambur, Ninamburu, Wadiabulu, Nimarnbur",Nimanburru language K9,Nimanburru people K9,-17.26473981,123.1341581,WA,https://collection.aiatsis.gov.au/austlang/language/k9,Unique
L1,Narungga/Nharangga ,"Nharangga, Narangka, Narangga, Adjabdurah, Adjadura, Adjahdurah, Adjahdural, Moor in nunjie, Murinandji, Nanunga, Naranga, Narrang gu, Narrang u, Narranga, Narrangga, Narranggu, Narrangu, Narunga, Narrunga, Turra, Wallaroo tribe, Nar anga",Narungga language L1,Narungga people L1,-34.48186913,137.5910412,SA,https://collection.aiatsis.gov.au/austlang/language/l1,Unique
L10,Adnyamathanha ,"Adnymathanha, Adjnjamathanha, Adynyamathanha, Adnjamathanha, Jadliaura, Ngudlawara, Wailpi, Walypi, Adnamadana, Adjnjamatana, Adnamatana, Adnjamadana, Adnjamadhanha, Adnjamatana, Adnjamathera, Adnjmadhanha, Adnjnjamathanha, Adyamatana, Andjama Dana, Andyamatana, Anjamatana, Anjamutina, Anjimatana, Anjiwatana, Anjiwatina, Anyamatana, Archualda, Atjualda, Benbakanjamata, Benbakanjamatana, Binbarnja, Binbarnya, Gadjnjamada, Gadjnjamadja, Ganjamadna, Imatjara, Kanjamata, Kanjimata, Keidnamutha, Keydnjamarda, Keydnjmarda, Kudjamuther, Kudjchnamootha, Kudnamietha, Kutchhamootha, Kutchnamoota, Kutchnamootha, Mardala, Mardula, Ngatjuwalda, Nimalda, Nimbalda, Nimbaldi, Nuralda, Umbertana, Unyamatana, Unyamootha, Wadla, Wailbi, Wajalpi, Waljbi, Wipie, Adnyamathana, Adnjamadana Wailbi, Adnyamatana, Atʸnʸamat̪an̪a",Adnyamathanha language L10,Adnyamathanha people L10,-30.35021173,138.8825771,SA,https://collection.aiatsis.gov.au/austlang/language/l10,Unique
L11,Pirlatapa ,"Pilardapa, Biladapa, Pilatapa, Berluppa, Biladepa, Biladhaba, Billidapa, Jarikuna, Pidlatapa, Piladapa, Pilladapa, Pillatapa, Pilliapp, Pillitapa, Pulladapa, Yarrikuna, Biladaba, Bilatappa, Billatapa, Yarri kuna",Pirlatapa language L11,Pirlatapa people L11,-29.83938464,140.1004248,SA,https://collection.aiatsis.gov.au/austlang/language/l11,Unique
L12,Wadigali ,"Wardikali, Wadikali, Evelyn Creek tribe, Nadikali, Wadikali",Wadigali language L12 ,Wadigali people L12,-29.26078824,141.2096483,"NSW,QLD,SA",https://collection.aiatsis.gov.au/austlang/language/l12,Shared
L13,ARABANA ,"Arabana, Arabana/Wangkangurru, Anna Creek tribe, Arabuna, Arabunna, Arapani, Arapina, Arebana, Arrabonna, Arrabunna, Arubbinna, Jendakarangu, Ngarabana, Nulla, Peake tribe, Rabuna, Urabuna, Urabunna, Urapuna, Urroban, Wangarabana, Wangarabuna, Wangarabunna, Wongkurapuna, Wongpurapuna, Wonkurabana, Yendakarang, Yendakarangu",Arabana language L13,Arabana people L13,-28.4169104,136.0837212,SA,https://collection.aiatsis.gov.au/austlang/language/l13,Unique
L14,Dhirari ,"Dirari, Tirari, Dhirrari, Thirrari, Terari, Dhirrarri",Dhirari language L14,Dhirari people L14,-28.59828909,137.7748382,SA,https://collection.aiatsis.gov.au/austlang/language/l14,Unique
L15,Karenggapa ,"Garanggaba, Karengappa, Karrengappa, Kurengappa, Karengapa",Karenggapa language L15,Karenggapa people L15,-29.17570723,142.66888,"NSW,QLD",https://collection.aiatsis.gov.au/austlang/language/l15,Shared
L16,Gungadidji ,"Birria, Kungadutji, Wangkumara, Kungatutji, Bidia, Kulumali, Marulta, Bundamara, Diraila, Jarumarra, Karendala, Mamwura, Ngandangara, Ngurawola, Punthamara, Thiraila, Wankumara, Gongadidji, Gundadidji, Gundadji, Gungadudji, Gunggadudji, Kunatacheel, Kunatatchee, Kungaditji, Kungarditchi, Kungkatuti, Palpakunu, Kunatachee",Gungadidji language L16,Gungadidji people L16,-26.35189074,142.0252753,QLD,https://collection.aiatsis.gov.au/austlang/language/l16,Unique
L17,Dieri,"Diyari, Tirari, Diari, Diyeri, Dieyerie, Deerie, Dieyrie, Dthee eri, Dayerrie, Dickeri, Kunari, Koonarie, Wongkadieri, Wonkadieri, Ti:ari, Urrominna, Jarawurga, Wanggainara",Dieri language L17,Dieri people L17,-28.22809102,139.0584151,SA,https://collection.aiatsis.gov.au/austlang/language/l17,Unique
