"language_code","language_name","language_synonym","thesaurus_heading_language","thesaurus_heading_people","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","state_territory","uri"
"E45","Gabulbarra ","Gabulbara, Gabalbara, Kabalbara, Kabelbara, Kaiabara, Yettimaralla, Gabelbara, none","Gabulbarra language E45","Gabulbarra people E45","-22.868637591631","148.72522785639","QLD","https://collection.aiatsis.gov.au/austlang/language/e45"
"E46","DARUMBAL ","Darambal, Bayali, Darumbal, Jetimarala, Kooinmurburra, Ningebul, Taroombul, Warrabul, Yetimaralla, Dharumbal, Tharumbal, Darawal, Tarumbal, Tarumbul, Charumbul, Ta rum bal, Tarrombal, Tarambol, Tarm bal, Warabal, Warrabal, Ningebal, Rockhampton dialect, Bauwi warra","Darumbal language E46","Darumbal people E46","-22.715683514461","150.06004560953","QLD","https://collection.aiatsis.gov.au/austlang/language/e46"
"E47","Wangan ","Wierdi, Wan gan, Babbinburra","","","-22.797163280214","147.60858965445","QLD","https://collection.aiatsis.gov.au/austlang/language/e47"
"E48","Baradha ","Barada, Thar ar ra burra, Tha ra ra burra, Toolginburra, man","Baradha language E48","Baradha people E48","-21.982383872787","148.92525723397","QLD","https://collection.aiatsis.gov.au/austlang/language/e48"
"E49","Guwinmal","Kuinmabara, Kungalburra, Gunmal, Koi, Koinbal, Kooinmerburra, Kuinmurbura, Kungmal, Kweembul, Kwiambal, Kwigalburra, Mamburra, Queenbullaquieumble, Gunymal, Gonjmal, Kuinmur bura, Koinjmal","Koinjmal / Guwinmal language E49","Koinjmal / Guwinmal people E49","-22.279668095091","149.79615727255","QLD","https://collection.aiatsis.gov.au/austlang/language/e49"
"E5","Ngambaa ","Ngaku, Niungacko, Ngamba, Ngambarr, Ngambar, Ngeunbah","Ngambaa language E5","Ngambaa people E5","-30.815135412469","152.89047946386","NSW","https://collection.aiatsis.gov.au/austlang/language/e5"
"E50","Miyan ","Mian, Koombokkaburra, Munkibura, Munkieburra, Oncooburra, Pegulloburra, Wokkelburra, Wokkulburra, Peghullaburra, Woccullaburra, Monkeyburra, Pegullo burra","Miyan language E50","Miyan people E50","-21.812523000063","146.18381639052","QLD","https://collection.aiatsis.gov.au/austlang/language/e50"
"E51","Yambina ","Jambina, Jampa:l, Jampal, MutholburraNarboo Murre, Yambeena, Narboo Murre, Muthoburra","Yambina language E51","Yambina people E51","-22.314022581716","147.47527316572","QLD","https://collection.aiatsis.gov.au/austlang/language/e51"
"E52","Yangga ","Jangga, Yanga, Durroburra, Dorobura","Yangga language E52","Yangga people E52","-20.92842179491","147.25628845476","QLD","https://collection.aiatsis.gov.au/austlang/language/e52"
"E53","Baranha","Barna, Ba:na, Parnabal, Barnya","Baranha language E53","Baranha people E53","-22.080577003398","148.19852895163","QLD","https://collection.aiatsis.gov.au/austlang/language/e53"
"E54","Yuwi","Yuwi, Juipera, Toolginburra, Yuipera, Juwibara, Yuibera, Yuwiburra, Yuwibarra, Yuwibara","Yuwi language E54","Yuwibarra people E54","","","","https://collection.aiatsis.gov.au/austlang/language/e54"
"E55","Yilba ","Ilba, Eneby, Jilba, Moothaburra, Mungera, Mungerra, Munkeeburra, Pagulloburra, Pegulloburra, Yakaburra, Yuckaburra, Yukkaburra, Yuckaburra  this is a local group name, Mootha burra","Yilba language E55","Yilba people E55","-20.766821122946","146.04798051432","QLD","https://collection.aiatsis.gov.au/austlang/language/e55"
"E56","Biri^ ","Birigaba, Biria, Wiri, Biragaba, Birri Gubba, Biriaba, Breeaba, Perembba, Perenbba","Biri language E56","Biri people E56","-20.508100888934","147.98860736809","QLD","https://collection.aiatsis.gov.au/austlang/language/e56"
"E57","Wiri ","Wirri, Widi, Biri, Biria, Gongolo, Widi, Wierdi, Wirdi, Witi","Wiri language E57","Wiri people E57","-21.298575220693","148.70378164891","QLD","https://collection.aiatsis.gov.au/austlang/language/e57"
"E58","Giya ","Bumbarra, Gia, Ngaro, Ngaru, Bumbara, Bumburra Burra, Kia, Bumburra","Giya language E58","Giya people E58","-20.40181798643","148.46292086792","QLD","https://collection.aiatsis.gov.au/austlang/language/e58"
"E59","Ngaro ","Giya, Ngaro/Ngaru, Gia, Ngaru, Googaburra, Ngalangi, Nguro, Island tribe","Ngaro language E59","Ngaro people E59","-20.295474713324","148.93473668823","QLD","https://collection.aiatsis.gov.au/austlang/language/e59"
"E6","Dhanggati / Dunghutti^","Dunghutti, Dhanggatti, Djan gadi, Thangatti, Dyangadi, Dainggatti, Dainggati, Dhan gadi, Ngaku, Thungutti, Dangadi, Danggetti, Dhangatty, Thangatty, Dangati, Tangetti, Burgadi, Boorkutti, Dhanggadi, da?ati, Djangadi, Dunggudi, Thungatti, Djaingadi, Dang getti, Danghetti, Danggadi, Dhang atty, Yuungai, Yunggai, Tang gette, Burugardi, Nulla Nulla, Amberu, Himberrong, Jang, Yung, Dhunggutti, Dhunghutti","Dhanggati / Dunghutti language E6","Dhanggati / Dunghutti people E6","-30.906415451433","152.41692271761","NSW","https://collection.aiatsis.gov.au/austlang/language/e6"
"E60","Gudjal","Warungu, Gudjala, Gudjali, Koochul bura, Kutjala","Gudjal language E60","Gudjal people E60","-19.707543255479","145.43599558371","QLD","https://collection.aiatsis.gov.au/austlang/language/e60"
"E61","Bindal ","Lower Burdekin, Nyawaygi, Bendalgubber, Bindel, North Murri","Bindal language E61","Bindal people E61","-19.563568549898","147.11055856083","QLD","https://collection.aiatsis.gov.au/austlang/language/e61"
"E62","Yuru ","Mouths of the Burdekin River, Nyawaygi, Arwur angkana, Euronbba, Juru, Mal Mal, Malmal, South Murri, Arwur angkana","Yuru language E62","Yuru people E62","-19.827166873033","147.67455317982","QLD","https://collection.aiatsis.gov.au/austlang/language/e62"
"E63","Yetimarala / Yetimarla","Bayali, Darumbal, Jetimarala/Yetimaralla, Jetimarala, Kooinmurburra, Ningebul, Taroombul, Warrabul, Yetimaralla, Ja:mba, Yaamba, Yetti maralla, Taruin bura","Yetimarala language E63","","-22.893841802665","149.48361743913","QLD","https://collection.aiatsis.gov.au/austlang/language/e63"
"E64","Ganulu","Kanolu, Kanoloo, Kanalloo","Ganulu language E64","","-23.655447179992","149.01096229364","QLD","https://collection.aiatsis.gov.au/austlang/language/e64"
"E65","Mandalgu ","","Mandalgu language E65","","-24.465985009487","149.38243380624","QLD","https://collection.aiatsis.gov.au/austlang/language/e65"
"E66","Yugarabul ","Yuggarabul","Yugarabul language E66","Yugarabul people E66","-27.277609788298","153.02525779647","QLD","https://collection.aiatsis.gov.au/austlang/language/e66"
"E67","Gathang^","Gadjang, Kattang, Worimi, Gadhang, Gadang, Molo, Bahree, Karrapath, Carapath, Warrangine, Wannungine, Birrbay, Warrimay","Gathang language E67","Gathang people E67","-31.982636844749","152.41557945907","NSW","https://collection.aiatsis.gov.au/austlang/language/e67"
"E68","Ngarbal ","Ngarabal, Yugambal, Kwiambal, Ngarrabul/ Ngoorabul/ Ngarbu, Ngarabul, Ngarrabul, Narbul, Marbul, Ngrapol","Ngarbal language E68","","-29.527793296141","151.78146061818","NSW","https://collection.aiatsis.gov.au/austlang/language/e68"
"E69","Nulla Nulla ","Dainggati, Djaingadi, Dang getti, Danghetti, Danggadi, Dhang atty, Thangatti, Thangatty, Dangati, Dangadi, Yuungai, Yunggai, Tangetti, Tang gette, Burugardi, Burgadi, Boorkutti, Amberu, Himberrong, Jang, Yung","","","","","","https://collection.aiatsis.gov.au/austlang/language/e69"
"E7","Gumbaynggirr","Gumbaynggir, Kumbainggar, Gumbainggir, Baanbay, Banbai, Gamlamang, Jiegera, Kumbainggiri, Yaygir, Yuungay, Bellingen tribe, Bellinger tribe, Cambanggarie, Coombagoree, Coombangree, Coombargaree, Coombyngara, Coombyngura, Coombyugura, Cumbainggar, Guinbainggiri, Gumbainggirr, Gumbainga, Gumbainggar, Gumbanga, Gumbanggar, Gumbanggeri, Gumbanjaree, Gumbayngir, Gunbainygar, Kombaingheri, Kombinegherry, Koombabgghery, Koombainga, Koombanggary, Koombanggherry, Koombangi, Kumbaingeri, Kumbainggeri, Kumbainggir, Kumbainggirri, Kumbaingir, Kumbangerai, Nimboy, Orara, Woolgoolga, Koombangghery, Kumbanggerri, Koombanggaree, Kumbainggerri, Kumbinggeri, Kumbanggar, Kom baingheri, Coombyn gura, Gumbaigar, Gunbaigar, Gumbaingar, Kumbangar","Gumbaynggirr language E7","Gumbaynggirr people E7","-30.087643010269","152.44568760982","NSW","https://collection.aiatsis.gov.au/austlang/language/e7"
"E70","Burrgati","Dyangadi, Burgadi, Burugadi","Burrgati language E70","","-30.422360631737","151.94073676337","NSW","https://collection.aiatsis.gov.au/austlang/language/e70"
"E71","Baryulgil ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/e71"
"E72","Birihn","Biriin","Birihn language E72","","-29.047958904817","152.8588680872","NSW","https://collection.aiatsis.gov.au/austlang/language/e72"
"E73","Casino language","","Casino language E73","","-28.85403055779","152.98737438499","NSW","https://collection.aiatsis.gov.au/austlang/language/e73"
"E74","Warwick dialect ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/e74"
"E75","Nyangbal ","Njangbal","Nyangbal language E75","","-28.921504855909","153.4217925987","NSW","https://collection.aiatsis.gov.au/austlang/language/e75"
"E76","Mununjali ","Yugambal, Manaldjali, Manaldjahli, Mununjali, Munaljali","","Mununjali people E76","-28.126543130262","152.91469849776","QLD","https://collection.aiatsis.gov.au/austlang/language/e76"
"E77","Nerang Creek  ","Kombumerri","Nerang Creek language E77","Nerang Creek people E77","-28.08259432458","153.24077249507","NSW","https://collection.aiatsis.gov.au/austlang/language/e77"
"E78","Nganduwal ","Ngahnduwal, Gurgun Mibinyah","Nganduwal language E78","Nganduwal people E78","-28.351553657393","153.30360703492","NSW","https://collection.aiatsis.gov.au/austlang/language/e78"
"E79","Ngarahgwal ","Ngara:ngbal, Ngarangbal, Gurgun Mibinyah, Ngarahngwal, Kombumerri ","Ngarahgwal language E79","Ngarahgwal people E79 ","-27.886144546326","153.32790697545","NSW","https://collection.aiatsis.gov.au/austlang/language/e79"
"E8","Baanbay ","Kumbainggar, Gumbainggir, Baanbay/Banbai, Banbai, Gamlamang, Jiegera, Kumbainggiri, Yaygir, Yuungay, Ahnbi, Babnbi, Baanbay Ahnbi, Dandai, Bahnbi","Baanbay language E8","Baanbay people E8","-30.059012339287","152.11108682837","NSW","https://collection.aiatsis.gov.au/austlang/language/e8"
"E80","Wehlubal ","Baryulgil, Wiribi","Wehlubal language E80","Wehlubal people E80","-29.224425509969","152.55178022294","NSW","https://collection.aiatsis.gov.au/austlang/language/e80"
"E81","Jarowair ","Barunggam, Djakunda, Giabal, Yarrowair, Yarow wair, Yarrow Wair","Jarowair language E81","","-27.211689594787","151.6777653685","QLD","https://collection.aiatsis.gov.au/austlang/language/e81"
"E82","Wapabara ","Woppaburra","Wapabara language E82","","-23.191386570134","150.96684726462","QLD","https://collection.aiatsis.gov.au/austlang/language/e82"
"E83","Rakiwara ","","Rakiwara language E83","","-23.069162229856","150.78068591657","QLD","https://collection.aiatsis.gov.au/austlang/language/e83"
"E84","Karunbara ","","Karunbara language E84","","-23.532073338976","150.10003232711","QLD","https://collection.aiatsis.gov.au/austlang/language/e84"
"E85","Gambalamam ","Crowley","Gambalamam language E85","","-30.37844644412","152.67147920582","NSW","https://collection.aiatsis.gov.au/austlang/language/e85"
"E86","Turrbal ","Turrbal, Thurawal, Turrubul, Durubulic, Jagara, Undanbi, Turrbul, Turrabul, Toorbal, Tarabul, Jagarabal, Jergarbal, Yagara, Yaggara, Yuggara, Yugg ari, Yackarabul, Turrbal, Turrubal, Terabul, Tor bul, Turibul, Yerongban, Yeronghan, Ninghi, Yerongpan, Biriin for Jagara, Undumbi, Oondumbi, Mooloola, Churrabool, Djindubari, Djuadu bari, Jooaduburrie, Bo oobera, Dippil for Undanbi","Turrbal language E86","Turrbal people E86","-27.507403426369","153.05193360867","QLD","https://collection.aiatsis.gov.au/austlang/language/e86"
"E87","Dungibara ","Waka Waka, Bujiebara, Dungidau, Garumga, Garumngar, Kaiabara, Dalla, Doongibarra, Doongiburra","","","-27.200969949533","152.55224547096","QLD","https://collection.aiatsis.gov.au/austlang/language/e87"
"E88","Garumngar ","Waka Waka, Bujiebara, Dungibara, Dungidau, Garumga, Kaiabara, Dalla, Garumu?ar, Garumnga, Garumgma","Garumngar language E88","","-27.353033238067","152.69513511944","QLD","https://collection.aiatsis.gov.au/austlang/language/e88"
"E89","Wuli Wuli","Wuli Wuli, Wuliwuli, Wuli wuli, Wulili, Wilili, Wililililee, Willillee, Wulli Wulli, Wulilli","Wulli Wulli language E89","","-25.303334466772","150.63558459481","QLD","https://collection.aiatsis.gov.au/austlang/language/e89"
"E9","Yunggaya","Gumbainggir, Yuungay, Baanbay, Banbai, Gamlamang, Jiegera, Kumbainggiri, Yaygir, Ju:ngai, Yiegera, Jeigir, Yegera, Youngai, Jungai","Yunggaya language E9","Yunggaya people E9","-29.463789318893","153.21577363144","NSW","https://collection.aiatsis.gov.au/austlang/language/e9"
"E90","Nalbo ","Gubbi Gubbi, Dallambara, Dowarbara, Dulingbara, Kabi Kabi, Undanbi, Dalla, Ngalbu, Njalbo, Nalboo","","","-26.76927823247","152.88589503145","QLD","https://collection.aiatsis.gov.au/austlang/language/e90"
"E91","Marbal ","","Marbal language E91","","-29.113504787123","151.87409720364","NSW","https://collection.aiatsis.gov.au/austlang/language/e91"
"E92","Ngarabal ","","Ngarabal language E92","","-29.485674618123","152.68288521572","NSW","https://collection.aiatsis.gov.au/austlang/language/e92"
"E93","Baddala ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/e93"
"E94","Undanbi ","Gubbi Gubbi, Dallambara, Dowarbara, Dulingbara, Kabi Kabi, Nalbo, Ngundanbi, Undumbi, Oondumbi, Mooloola, Turrubul, Turrbul, Churrabool, Djindubari, Djuadu bari, Jooaduburrie, Bo oobera, Dippil","","","","","","https://collection.aiatsis.gov.au/austlang/language/e94"
"E95","Guringay ","Gringai, Gathang, Guringai","Guringay language E95","Guringay people E95","-32.513457926197","151.69933495542","NSW","https://collection.aiatsis.gov.au/austlang/language/e95"
"E96","Wudjebal","","Wudjebal language E96","","","","","https://collection.aiatsis.gov.au/austlang/language/e96"
"E98","Nymboidan","","Nymboidan language E98","","","","","https://collection.aiatsis.gov.au/austlang/language/e98"
"E99","Yirraygirr","","Yirraygirr language E99","","","","NSW","https://collection.aiatsis.gov.au/austlang/language/e99"
"G1","Wangkamanha / Wankamadla","Lhanima, Tharlimanha, Wangga Manha, Wangkamana, Julaolinja, Lanima, Rungarungawa, Wangka yutjuru, Wongkadjera, Ju:lanja, Ju:lanji, Jura, Talimana, U la linya, U la linye, U lay linye, Ulaolinja, Ulaolinya, Uluonga, Wanggamala, Wanggamanha Wangkamana, Wanggamana, Wonggaman, Wonggawan, Wongkamala, Wonkamala, Wonkamudla, Yoolanlanya, Wangkamadla, Wanggamanha","Wangkamanha / Wankamadla language G1","Wangkamanha / Wankamadla people G1","-24.330800671757","137.42441473856","NT,QLD","https://collection.aiatsis.gov.au/austlang/language/g1"
"G10","Warluwarra^ ","Warluwara, Warluwarra, Waluwara, Didjadidja, Elookera, Kapula, Maula, Maule, Mauula, Pangara, Panggara, Paringgara, Walgra, Wallawarra, Waloo kera, Walookera, Walugara, Walugera, Walukara, Wlookera, Wolga, Wollegara, Wollegarra, Yannalinka, Yunnalinka, Warluwarra Bularnu","Warluwarra language G10","","-21.762186407649","138.42855736744","QLD","https://collection.aiatsis.gov.au/austlang/language/g10"
"G11","Wonganya ","Wonganja","","","","","","https://collection.aiatsis.gov.au/austlang/language/g11"
"G12","Ayerrerenge ","Bularnu, Jaroinga, Yaroinga, Jaroinga; Jurangka, Manda, Yaringa, Yarroinga, Yarrowin, Yorrawinga, Jaroinga; Jarionga, Yaro inga, Yarrowinga, Juruwinga, Yaruwinga, Ayerrerenge, Yorrowinga, Yuruwinga, Yaruwinga, Bulanja, Bulanu, Jarionga, Jurangka, Pulanja, Ayerrereng, Arandic","Ayerrerenge language G12","Ayerrerenge people G12","-21.393810830516","137.41542686257","QLD","https://collection.aiatsis.gov.au/austlang/language/g12"
"G12.1","Bularnu","Warluwarra Bularnu, Yindjilandji, Bulanu, Manda, Pulanja, Bulanja","Bularnu language G12.1","Bularnu people G12.1","-20.656688662129","138.2747458112","NT,QLD","https://collection.aiatsis.gov.au/austlang/language/g12.1"
"G13","Kalkatungu / Kalkadoon","Kalkutungu, Kalkutung, Kalkutungu, Calcadoon, Galgadung, Galgadunga, Galgadungu, Kalkadoona, Kalkadun, Kalkadung, Kalkadunga, Kalkaladoona, Kalkatongo, Kalkatunga, Kulkadoon, Kulkadoona, Kulkodone, Mantaba, Roongkari, Rungkari, Kalka donna","Kalkatungu / Kalkadoon language G13","Kalkatungu / Kalkadoon people G13","-20.886512982542","139.89001993296","QLD","https://collection.aiatsis.gov.au/austlang/language/g13"
"G14","Indjilandji ","Yindjilandji, Indjilandji; Inchalachee, Inchalanchee, Indjilindji, Indjurandji, Indkilindji, Injilinji, Intjilatja, Indjilinji; Inchalachee, Indilandji, Indjilinji, Gulbilangu, Inchalanchi, Indjiladji, Injeelanjee, Intyilatya, Intjilantji; Gulbilangu, Inchilachee, Inchalachee, Indjillnji, Yinjilanji","Indjilandji language G14","Indjilandji people G14","-19.327052066917","137.46237684602","NT,QLD","https://collection.aiatsis.gov.au/austlang/language/g14"
"G15","Wakabunga ","Workoboongo, Kabikabi, Wagabunga, Waggaboonyah, Waggabundi, Wake bunge, Wakobungo, Waukaboonia, Workabunga, Wakapunga, Worgabunga, Wurgabunga","Wakabunga language G15","Wakabunga people G15","-19.538891965327","139.06481892321","QLD","https://collection.aiatsis.gov.au/austlang/language/g15"
"G16","Mayi-Thakurti / Mitakoodi","Maykulan, Mittakoodi, Taithakari, agurdi, Maidakadi, Maidhagari, Maidhaggaria, Maidhagudi, Maioakui, Maioakuri, Maitakeidi, Maitakudi, Maithagudi, Maithakari, Maithakudi, Majadhagudi, Mayatagoori, Mayatagoorri, Maydhagurdi, Maytagoori, Mit, Mitagurdi, Mitakudi, Mitrogoordi, Mitroogoordi, Mittagurdi, Mittaka, Mythaguddi, Mythergoody, Mythugadi, Mythuggadi, Mayadhagurdi, Mayidhagurdi, Maithakuri, Maithakui","Mayi-Thakurti / Mitakoodi language G16","Mayi-Thakurti / Mitakoodi people G16","-19.946870866068","140.68950150801","QLD","https://collection.aiatsis.gov.au/austlang/language/g16"
"G16.1","Wunumara ","Maykulan, Wunamara, Oonoomurra, Wanamara, Quippen bura, Unamara, Woonamurra, Woonomurra, Wunamora","Wunumara language G16.1","Wunumara people G16.1","-20.913112577322","141.8532552202","QLD","https://collection.aiatsis.gov.au/austlang/language/g16.1"
"G17","Ngawun ","Ngewin, Naungaun, Nga:wun, Ngaon, Ngaun, Nounun, Nouun","Ngawun language G17","Ngawun people G17","-19.802685135729","141.96286370505","QLD","https://collection.aiatsis.gov.au/austlang/language/g17"
"G18","Midjamba ","Mbara, Mitjamba, Kumbulmara, Midyamba","","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/g18"
"G19","Nguburinji","Nguburindi, Ganggalida, Naungaun, Nga:wun, Ngoborindi, Ngoboringi, Ngoborundji, Nounun, Nouun, Obor indi, Oborindi, Oboroondi, Ngorborundji","Nguburinji language G19","Nguburinji people G19","-18.53363767172","139.03577736723","QLD","https://collection.aiatsis.gov.au/austlang/language/g19"
"G2","Ulaolinya","Yurla Yurlanja, Ulaolinya, Lhanima, Tharlimanha, Wangga Manha, Pitta Pitta, Lanima, Ulaolinja, Ju:lanja, Ju:lanji, Yoolanlanya, U la linya, U la linye, U lay linye, Uluonga, Jura","Ulaolinya language G2","Ulaolinya people G2","","","QLD","https://collection.aiatsis.gov.au/austlang/language/g2"
"G20","Mayi-Yapi ","Maykulan, Maijabi, Maiabi, Maippe, Majabi, Mayapi, Mayappe, Miappe, Miappi, Miubbi, Miulbi, Myabi, Myappa, Myappe, Mayabi, Miuibi","Mayi-Yapi language G20","Mayi-Yapi people G20","-19.075646079751","140.44722075423","QLD","https://collection.aiatsis.gov.au/austlang/language/g20"
"G21","Mbara ","Ambara, Mitjamba, Balgalu, Bargal","Mbara language G21","Mbara people G21","-19.849892873405","143.39513313755","QLD","https://collection.aiatsis.gov.au/austlang/language/g21"
"G22","Balgalu ","Walangama, Bugulmara, Boogoolmurra, Barrgul","Balgalu language G22","Balgalu people G22","","","QLD","https://collection.aiatsis.gov.au/austlang/language/g22"
